id_leitura,id_unidade,id_usina,data_hora,geracao_mwh,consumo_combustivel,disponibilidade,temperatura_c
1328,32,5,2025-06-01 16:00:00,87.214,18.184,0.919,61.4
1329,33,6,2025-06-01 16:00:00,33.045,6.64,0.9286,45.0
1330,34,6,2025-06-01 16:00:00,27.438,5.673,0.969,89.2
1331,35,6,2025-06-01 16:00:00,29.046,5.688,0.909,65.0
1332,36,6,2025-06-01 16:00:00,26.349,5.096,0.9894,67.8
1333,37,7,2025-06-01 16:00:00,145.103,58.425,0.9025,62.2
1334,38,7,2025-06-01 16:00:00,169.576,75.072,0.9883,40.4
1335,39,8,2025-06-01 16:00:00,287.438,122.276,0.9711,44.8
1336,40,9,2025-06-01 16:00:00,52.711,9.153,0.9706,73.0
1337,41,9,2025-06-01 16:00:00,42.442,8.416,0.9727,93.5
1338,42,9,2025-06-01 16:00:00,50.791,8.959,0.955,37.6
1339,43,10,2025-06-01 16:00:00,29.43,0.0,0.9335,55.5
1340,44,10,2025-06-01 16:00:00,35.362,0.0,0.9162,30.1
1341,45,10,2025-06-01 16:00:00,34.56,0.0,0.9051,35.8
1342,46,10,2025-06-01 16:00:00,34.226,0.0,0.9961,35.1
1343,47,10,2025-06-01 16:00:00,29.514,0.0,0.9899,58.6
1344,48,10,2025-06-01 16:00:00,27.995,0.0,0.9765,25.4
1345,49,10,2025-06-01 16:00:00,32.232,0.0,0.9499,53.3
1346,50,10,2025-06-01 16:00:00,33.178,0.0,0.9493,32.6
1347,51,10,2025-06-01 16:00:00,33.62,0.0,0.9454,40.5
1348,52,10,2025-06-01 16:00:00,33.12,0.0,0.9007,55.9
1349,53,11,2025-06-01 16:00:00,19.884,0.0,0.9629,53.7
1350,54,11,2025-06-01 16:00:00,19.488,0.0,0.9185,26.9
1351,55,11,2025-06-01 16:00:00,20.282,0.0,0.9145,26.1
1352,56,11,2025-06-01 16:00:00,21.569,0.0,0.9603,36.6
1353,57,11,2025-06-01 16:00:00,18.814,0.0,0.9109,59.8
1354,58,11,2025-06-01 16:00:00,19.228,0.0,0.9284,48.1
1355,59,12,2025-06-01 16:00:00,58.138,11.214,0.9562,93.0
1356,60,12,2025-06-01 16:00:00,59.012,10.882,0.9036,81.1
1357,61,12,2025-06-01 16:00:00,51.48,10.6,0.982,80.5
1358,62,12,2025-06-01 16:00:00,60.671,10.472,0.9471,42.3
1359,63,12,2025-06-01 16:00:00,60.955,11.165,0.9414,47.6
1360,64,13,2025-06-01 16:00:00,74.358,12.814,0.9571,93.8
1361,65,13,2025-06-01 16:00:00,82.849,14.375,0.9724,71.3
1362,66,13,2025-06-01 16:00:00,89.729,17.791,0.9427,85.9
1363,67,14,2025-06-01 16:00:00,8.919,0.0,0.9575,46.8
1364,68,14,2025-06-01 16:00:00,10.609,0.0,0.9614,42.4
1365,69,14,2025-06-01 16:00:00,10.108,0.0,0.9498,53.3
1366,70,14,2025-06-01 16:00:00,10.499,0.0,0.9233,35.2
1367,71,14,2025-06-01 16:00:00,8.751,0.0,0.9118,41.3
1368,72,14,2025-06-01 16:00:00,10.279,0.0,0.9737,32.3
1369,73,14,2025-06-01 16:00:00,9.819,0.0,0.9415,26.6
1370,74,15,2025-06-01 16:00:00,8.421,1.703,0.9212,73.4
1371,75,15,2025-06-01 16:00:00,9.395,1.693,0.9068,53.0
1372,76,15,2025-06-01 16:00:00,8.994,1.805,0.9114,55.0
1373,77,15,2025-06-01 16:00:00,8.553,1.649,0.996,84.9
1374,78,15,2025-06-01 16:00:00,7.975,1.622,0.9922,63.7
1375,79,15,2025-06-01 16:00:00,8.778,1.505,0.9136,44.3
1376,80,15,2025-06-01 16:00:00,8.738,1.788,0.9896,62.7
1377,81,15,2025-06-01 16:00:00,9.75,2.019,0.9056,66.3
1378,1,1,2025-06-01 17:00:00,71.954,14.184,0.9555,36.1
1379,2,1,2025-06-01 17:00:00,72.238,13.239,0.9916,82.7
1380,3,1,2025-06-01 17:00:00,60.589,10.662,0.9841,55.3
1381,4,1,2025-06-01 17:00:00,67.631,12.943,0.9166,71.3
1382,5,1,2025-06-01 17:00:00,63.35,11.066,0.9782,53.5
1383,6,1,2025-06-01 17:00:00,78.628,15.599,0.9271,40.2
1384,7,1,2025-06-01 17:00:00,79.066,14.616,0.9829,53.2
1385,8,1,2025-06-01 17:00:00,71.046,12.575,0.9374,37.2
1386,9,2,2025-06-01 17:00:00,48.971,8.506,0.9506,82.9
1387,10,2,2025-06-01 17:00:00,61.288,10.797,0.934,64.0
1388,11,2,2025-06-01 17:00:00,60.743,11.08,0.9327,81.2
1389,12,2,2025-06-01 17:00:00,47.152,9.868,0.9516,94.6
1390,13,2,2025-06-01 17:00:00,49.025,8.406,0.9388,86.9
1391,14,2,2025-06-01 17:00:00,47.46,8.659,0.9044,85.9
1392,15,2,2025-06-01 17:00:00,60.708,11.13,0.9889,41.2
1393,16,2,2025-06-01 17:00:00,58.856,11.761,0.9022,80.5
1394,17,3,2025-06-01 17:00:00,38.826,6.926,0.9201,52.2
1395,18,3,2025-06-01 17:00:00,37.545,7.543,0.9671,51.4
1396,19,3,2025-06-01 17:00:00,33.042,5.768,0.9958,68.6
1397,20,3,2025-06-01 17:00:00,32.38,6.207,0.9549,51.3
1398,21,4,2025-06-01 17:00:00,6.683,1.351,0.9574,45.3
1399,22,4,2025-06-01 17:00:00,5.489,1.129,0.9541,38.0
1400,23,4,2025-06-01 17:00:00,4.955,1.021,0.905,58.0
1401,24,4,2025-06-01 17:00:00,5.063,0.94,0.9705,88.5
1402,25,4,2025-06-01 17:00:00,6.09,1.203,0.9446,56.3
1403,26,4,2025-06-01 17:00:00,5.528,0.984,0.9758,83.6
1404,27,4,2025-06-01 17:00:00,5.048,1.044,0.9764,69.1
1405,28,4,2025-06-01 17:00:00,5.076,1.026,0.9699,40.8
1406,29,5,2025-06-01 17:00:00,75.402,14.762,0.9766,63.2
1407,30,5,2025-06-01 17:00:00,91.949,16.16,0.9896,50.5
1408,31,5,2025-06-01 17:00:00,76.78,13.616,0.9917,54.8
1409,32,5,2025-06-01 17:00:00,89.698,16.414,0.9488,38.9
1410,33,6,2025-06-01 17:00:00,25.713,4.864,0.9846,51.9
1411,34,6,2025-06-01 17:00:00,27.953,5.395,0.9508,59.3
1412,35,6,2025-06-01 17:00:00,31.428,5.477,0.9556,39.3
1413,36,6,2025-06-01 17:00:00,27.511,5.184,0.9591,49.3
1414,37,7,2025-06-01 17:00:00,137.843,53.915,0.9482,39.0
1415,38,7,2025-06-01 17:00:00,136.12,58.339,0.9431,93.8
1416,39,8,2025-06-01 17:00:00,311.399,125.791,0.9694,45.4
1417,40,9,2025-06-01 17:00:00,51.703,10.319,0.9712,85.2
1418,41,9,2025-06-01 17:00:00,42.902,8.316,0.9325,40.9
1419,42,9,2025-06-01 17:00:00,48.146,8.778,0.9406,70.9
1420,43,10,2025-06-01 17:00:00,22.562,0.0,0.9596,53.7
1421,44,10,2025-06-01 17:00:00,20.515,0.0,0.9645,27.2
1422,45,10,2025-06-01 17:00:00,19.887,0.0,0.9139,45.3
1423,46,10,2025-06-01 17:00:00,22.959,0.0,0.981,51.5
1424,47,10,2025-06-01 17:00:00,22.421,0.0,0.9453,35.2
1425,48,10,2025-06-01 17:00:00,22.162,0.0,0.9447,32.2
1426,49,10,2025-06-01 17:00:00,23.659,0.0,0.93,52.8
1427,50,10,2025-06-01 17:00:00,22.528,0.0,0.9919,57.8
1428,51,10,2025-06-01 17:00:00,22.747,0.0,0.9915,59.7
1429,52,10,2025-06-01 17:00:00,21.974,0.0,0.9611,42.9
1430,53,11,2025-06-01 17:00:00,15.389,0.0,0.9853,27.2
1431,54,11,2025-06-01 17:00:00,15.589,0.0,0.9968,25.0
1432,55,11,2025-06-01 17:00:00,14.312,0.0,0.9979,28.8
1433,56,11,2025-06-01 17:00:00,13.271,0.0,0.9031,40.1
1434,57,11,2025-06-01 17:00:00,14.425,0.0,0.9625,49.9
1435,58,11,2025-06-01 17:00:00,13.735,0.0,0.9435,32.4
1436,59,12,2025-06-01 17:00:00,48.842,8.575,0.9555,85.6
1437,60,12,2025-06-01 17:00:00,52.142,9.734,0.9288,87.4
1438,61,12,2025-06-01 17:00:00,47.997,8.182,0.9648,43.6
1439,62,12,2025-06-01 17:00:00,61.405,12.055,0.9975,43.1
1440,63,12,2025-06-01 17:00:00,48.203,9.748,0.986,88.6
1441,64,13,2025-06-01 17:00:00,87.266,18.083,0.9623,62.3
1442,65,13,2025-06-01 17:00:00,80.067,16.238,0.9385,48.5
1443,66,13,2025-06-01 17:00:00,80.084,13.638,0.9498,78.9
1444,67,14,2025-06-01 17:00:00,6.71,0.0,0.9269,57.4
1445,68,14,2025-06-01 17:00:00,6.481,0.0,0.9033,26.3
1446,69,14,2025-06-01 17:00:00,6.323,0.0,0.9369,45.3
1447,70,14,2025-06-01 17:00:00,7.131,0.0,0.908,50.6
1448,71,14,2025-06-01 17:00:00,6.396,0.0,0.9859,51.3
1449,72,14,2025-06-01 17:00:00,5.979,0.0,0.9517,43.3
1450,73,14,2025-06-01 17:00:00,6.537,0.0,0.9245,47.1
1451,74,15,2025-06-01 17:00:00,9.32,1.834,0.9684,67.4
1452,75,15,2025-06-01 17:00:00,9.079,1.766,0.9904,67.1
1453,76,15,2025-06-01 17:00:00,7.451,1.402,0.9906,69.4
1454,77,15,2025-06-01 17:00:00,8.369,1.541,0.9978,52.7
1455,78,15,2025-06-01 17:00:00,7.899,1.562,0.9598,53.2
1456,79,15,2025-06-01 17:00:00,9.667,1.744,0.9629,69.7
1457,80,15,2025-06-01 17:00:00,9.06,1.778,0.9292,79.2
1458,81,15,2025-06-01 17:00:00,7.498,1.42,0.9127,39.6
1459,1,1,2025-06-01 18:00:00,76.94,13.856,0.9616,51.5
1460,2,1,2025-06-01 18:00:00,64.936,12.965,0.9604,89.6
1461,3,1,2025-06-01 18:00:00,75.92,14.908,0.937,45.5
1462,4,1,2025-06-01 18:00:00,76.912,13.802,0.9181,66.6
1463,5,1,2025-06-01 18:00:00,59.834,12.527,0.9967,70.7
1464,6,1,2025-06-01 18:00:00,77.805,15.834,0.9753,59.8
1465,7,1,2025-06-01 18:00:00,67.812,13.32,0.9726,45.0
1466,8,1,2025-06-01 18:00:00,72.246,14.715,0.9054,50.9
1467,9,2,2025-06-01 18:00:00,59.791,10.29,0.9464,63.6
1468,10,2,2025-06-01 18:00:00,53.776,11.182,0.9922,49.0
1469,11,2,2025-06-01 18:00:00,57.407,10.655,0.9263,66.8
1470,12,2,2025-06-01 18:00:00,53.048,9.631,0.9797,57.9
1471,13,2,2025-06-01 18:00:00,50.962,9.744,0.9956,40.8
1472,14,2,2025-06-01 18:00:00,54.74,10.081,0.9844,71.6
1473,15,2,2025-06-01 18:00:00,56.856,10.285,0.927,83.1
1474,16,2,2025-06-01 18:00:00,49.904,9.65,0.9461,75.5
1475,17,3,2025-06-01 18:00:00,34.055,6.705,0.977,66.2
1476,18,3,2025-06-01 18:00:00,39.293,8.241,0.9313,35.6
1477,19,3,2025-06-01 18:00:00,31.252,5.398,0.9411,66.5
1478,20,3,2025-06-01 18:00:00,39.386,7.249,0.9725,50.1
1479,21,4,2025-06-01 18:00:00,4.964,0.967,0.9057,70.6
1480,22,4,2025-06-01 18:00:00,6.59,1.177,0.9599,42.3
1481,23,4,2025-06-01 18:00:00,6.71,1.164,0.9605,57.6
1482,24,4,2025-06-01 18:00:00,6.344,1.243,0.9803,46.1
1483,25,4,2025-06-01 18:00:00,5.109,0.906,0.9295,74.6
1484,26,4,2025-06-01 18:00:00,5.043,0.949,0.9995,81.2
1485,27,4,2025-06-01 18:00:00,6.208,1.221,0.977,50.4
1486,28,4,2025-06-01 18:00:00,6.376,1.155,0.9062,58.3
1487,29,5,2025-06-01 18:00:00,93.209,16.808,0.9813,45.7
1488,30,5,2025-06-01 18:00:00,69.143,14.463,0.9201,58.6
1489,31,5,2025-06-01 18:00:00,84.106,14.663,0.9541,60.9
1490,32,5,2025-06-01 18:00:00,83.287,14.513,0.9442,50.5
1491,33,6,2025-06-01 18:00:00,24.971,4.315,0.9728,81.6
1492,34,6,2025-06-01 18:00:00,24.818,4.713,0.9653,35.1
1493,35,6,2025-06-01 18:00:00,25.0,4.64,0.9152,54.8
1494,36,6,2025-06-01 18:00:00,28.359,4.825,0.9708,81.3
1495,37,7,2025-06-01 18:00:00,149.238,60.93,0.9728,83.7
1496,38,7,2025-06-01 18:00:00,129.407,51.22,0.9384,76.4
1497,39,8,2025-06-01 18:00:00,332.352,129.114,0.9535,94.5
1498,40,9,2025-06-01 18:00:00,46.375,8.445,0.9055,94.8
1499,41,9,2025-06-01 18:00:00,51.345,9.479,0.9853,55.4
1500,42,9,2025-06-01 18:00:00,54.422,10.907,0.929,47.2
1501,43,10,2025-06-01 18:00:00,10.906,0.0,0.9968,48.1
1502,44,10,2025-06-01 18:00:00,10.176,0.0,0.939,28.7
1503,45,10,2025-06-01 18:00:00,11.291,0.0,0.9487,56.0
1504,46,10,2025-06-01 18:00:00,10.573,0.0,0.9189,26.2
1505,47,10,2025-06-01 18:00:00,9.394,0.0,0.9996,33.3
1506,48,10,2025-06-01 18:00:00,10.433,0.0,0.9793,47.5
1507,49,10,2025-06-01 18:00:00,10.75,0.0,0.9965,53.4
1508,50,10,2025-06-01 18:00:00,12.084,0.0,0.9016,36.9
1509,51,10,2025-06-01 18:00:00,10.287,0.0,0.9721,39.2
1510,52,10,2025-06-01 18:00:00,9.927,0.0,0.9654,43.3
1511,53,11,2025-06-01 18:00:00,7.868,0.0,0.987,43.8
1512,54,11,2025-06-01 18:00:00,7.495,0.0,0.9233,27.5
1513,55,11,2025-06-01 18:00:00,7.485,0.0,0.9489,25.7
1514,56,11,2025-06-01 18:00:00,7.806,0.0,0.9618,33.5
1515,57,11,2025-06-01 18:00:00,7.322,0.0,0.9014,47.1
1516,58,11,2025-06-01 18:00:00,7.801,0.0,0.9821,28.4
1517,59,12,2025-06-01 18:00:00,56.573,11.508,0.9064,84.0
1518,60,12,2025-06-01 18:00:00,47.796,9.263,0.9616,38.8
1519,61,12,2025-06-01 18:00:00,49.358,9.057,0.9836,79.3
1520,62,12,2025-06-01 18:00:00,52.879,9.245,0.9684,67.8
1521,63,12,2025-06-01 18:00:00,51.459,10.734,0.9213,37.7
1522,64,13,2025-06-01 18:00:00,73.413,12.666,0.9274,80.5
1523,65,13,2025-06-01 18:00:00,73.27,13.54,0.9165,49.6
1524,66,13,2025-06-01 18:00:00,84.256,14.773,0.9791,72.9
1525,67,14,2025-06-01 18:00:00,3.071,0.0,0.9158,55.8
1526,68,14,2025-06-01 18:00:00,2.822,0.0,0.9007,57.4
1527,69,14,2025-06-01 18:00:00,3.35,0.0,0.9594,34.9
1528,70,14,2025-06-01 18:00:00,3.339,0.0,0.9792,41.7
1529,71,14,2025-06-01 18:00:00,2.861,0.0,0.9143,34.5
1530,72,14,2025-06-01 18:00:00,3.134,0.0,0.9239,31.1
1531,73,14,2025-06-01 18:00:00,3.338,0.0,0.9596,50.1
1532,74,15,2025-06-01 18:00:00,9.172,1.592,0.9826,53.1
1533,75,15,2025-06-01 18:00:00,8.619,1.658,0.9192,94.2
1534,76,15,2025-06-01 18:00:00,10.216,1.99,0.9863,94.2
1535,77,15,2025-06-01 18:00:00,8.873,1.673,0.9626,47.5
1536,78,15,2025-06-01 18:00:00,7.572,1.321,0.9149,85.6
1537,79,15,2025-06-01 18:00:00,10.029,1.905,0.916,90.4
1538,80,15,2025-06-01 18:00:00,7.575,1.398,0.921,50.1
1539,81,15,2025-06-01 18:00:00,9.185,1.888,0.9453,41.3
1540,1,1,2025-06-01 19:00:00,60.275,11.542,0.9158,36.7
1541,2,1,2025-06-01 19:00:00,70.814,12.239,0.9235,61.7
1542,3,1,2025-06-01 19:00:00,72.292,13.501,0.9747,88.9
1543,4,1,2025-06-01 19:00:00,64.323,11.218,0.9228,49.2
1544,5,1,2025-06-01 19:00:00,68.482,12.19,0.9891,39.4
1545,6,1,2025-06-01 19:00:00,72.413,12.468,0.9436,48.0
1546,7,1,2025-06-01 19:00:00,72.968,12.924,0.9373,62.5
1547,8,1,2025-06-01 19:00:00,63.504,11.707,0.927,55.2
1548,9,2,2025-06-01 19:00:00,45.992,8.865,0.9281,41.7
1549,10,2,2025-06-01 19:00:00,53.588,10.006,0.976,48.2
1550,11,2,2025-06-01 19:00:00,50.602,8.92,0.9795,92.2
1551,12,2,2025-06-01 19:00:00,61.298,11.838,0.9553,48.8
1552,13,2,2025-06-01 19:00:00,52.644,10.048,0.9862,48.0
1553,14,2,2025-06-01 19:00:00,53.727,10.128,0.9015,60.7
1554,15,2,2025-06-01 19:00:00,60.721,10.925,0.9434,48.3
1555,16,2,2025-06-01 19:00:00,61.682,12.821,0.9914,88.9
1556,17,3,2025-06-01 19:00:00,36.17,6.213,0.9991,79.0
1557,18,3,2025-06-01 19:00:00,37.208,6.959,0.9394,83.6
1558,19,3,2025-06-01 19:00:00,39.52,6.873,0.9495,40.0
1559,20,3,2025-06-01 19:00:00,40.198,7.948,0.9407,48.1
1560,21,4,2025-06-01 19:00:00,5.577,1.001,0.9999,36.0
1561,22,4,2025-06-01 19:00:00,6.164,1.088,0.9459,69.2
1562,23,4,2025-06-01 19:00:00,6.003,1.255,0.9464,43.3
1563,24,4,2025-06-01 19:00:00,6.229,1.105,0.9872,72.6
1564,25,4,2025-06-01 19:00:00,6.23,1.059,0.9627,58.1
1565,26,4,2025-06-01 19:00:00,6.206,1.187,0.9297,80.2
1566,27,4,2025-06-01 19:00:00,6.219,1.21,0.9575,47.4
1567,28,4,2025-06-01 19:00:00,6.194,1.207,0.9336,90.9
1568,29,5,2025-06-01 19:00:00,80.71,16.659,0.9364,38.1
1569,30,5,2025-06-01 19:00:00,77.287,14.577,0.9041,57.0
1570,31,5,2025-06-01 19:00:00,84.176,16.683,0.9561,81.4
1571,32,5,2025-06-01 19:00:00,70.935,13.009,0.954,73.9
1572,33,6,2025-06-01 19:00:00,31.648,6.332,0.9871,77.2
1573,34,6,2025-06-01 19:00:00,31.798,6.373,0.932,88.9
1574,35,6,2025-06-01 19:00:00,29.426,5.5,0.9054,57.4
1575,36,6,2025-06-01 19:00:00,28.94,5.5,0.983,63.2
1576,37,7,2025-06-01 19:00:00,151.851,66.477,0.9899,62.1
1577,38,7,2025-06-01 19:00:00,143.892,61.461,0.9693,93.7
1578,39,8,2025-06-01 19:00:00,342.532,134.678,0.9884,40.2
1579,40,9,2025-06-01 19:00:00,47.282,8.376,0.9958,39.6
1580,41,9,2025-06-01 19:00:00,43.701,7.625,0.9148,44.0
1581,42,9,2025-06-01 19:00:00,44.327,9.224,0.9023,60.0
1582,43,10,2025-06-01 19:00:00,0.0,0.0,0.9682,57.6
1583,44,10,2025-06-01 19:00:00,0.0,0.0,0.9474,39.7
1584,45,10,2025-06-01 19:00:00,0.0,0.0,0.9738,25.8
1585,46,10,2025-06-01 19:00:00,0.0,0.0,0.9189,25.8
1586,47,10,2025-06-01 19:00:00,0.0,0.0,0.9802,54.2
1587,48,10,2025-06-01 19:00:00,0.0,0.0,0.952,36.8
1588,49,10,2025-06-01 19:00:00,0.0,0.0,0.9579,48.0
1589,50,10,2025-06-01 19:00:00,0.0,0.0,0.9787,42.0
1590,51,10,2025-06-01 19:00:00,0.0,0.0,0.9666,43.6
1591,52,10,2025-06-01 19:00:00,0.0,0.0,0.9548,41.0
1592,53,11,2025-06-01 19:00:00,0.0,0.0,0.9567,56.4
1593,54,11,2025-06-01 19:00:00,0.0,0.0,0.9306,52.6
1594,55,11,2025-06-01 19:00:00,0.0,0.0,0.9227,38.0
1595,56,11,2025-06-01 19:00:00,0.0,0.0,0.9288,54.6
1596,57,11,2025-06-01 19:00:00,0.0,0.0,0.9148,35.0
1597,58,11,2025-06-01 19:00:00,0.0,0.0,0.9956,46.7
1598,59,12,2025-06-01 19:00:00,48.619,9.306,0.9182,45.5
1599,60,12,2025-06-01 19:00:00,58.284,12.017,0.9794,44.7
1600,61,12,2025-06-01 19:00:00,47.845,10.036,0.9575,61.5
1601,62,12,2025-06-01 19:00:00,52.308,9.322,0.9707,74.9
1602,63,12,2025-06-01 19:00:00,63.05,11.092,0.9448,93.5
1603,64,13,2025-06-01 19:00:00,82.973,14.509,0.9025,90.9
1604,65,13,2025-06-01 19:00:00,89.207,18.547,0.9928,44.4
1605,66,13,2025-06-01 19:00:00,94.559,18.141,0.9507,73.8
1606,67,14,2025-06-01 19:00:00,0.0,0.0,0.9296,56.4
1607,68,14,2025-06-01 19:00:00,0.0,0.0,0.997,51.4
1608,69,14,2025-06-01 19:00:00,0.0,0.0,0.9994,48.3
1609,70,14,2025-06-01 19:00:00,0.0,0.0,0.98,50.5
1610,71,14,2025-06-01 19:00:00,0.0,0.0,0.9922,36.9
1611,72,14,2025-06-01 19:00:00,0.0,0.0,0.9112,41.8
1612,73,14,2025-06-01 19:00:00,0.0,0.0,0.904,48.7
1613,74,15,2025-06-01 19:00:00,7.754,1.326,0.9618,48.2
1614,75,15,2025-06-01 19:00:00,8.443,1.546,0.9608,46.7
1615,76,15,2025-06-01 19:00:00,8.927,1.797,0.9767,46.7
1616,77,15,2025-06-01 19:00:00,7.659,1.562,0.9677,92.5
1617,78,15,2025-06-01 19:00:00,10.213,1.897,0.949,71.2
1618,79,15,2025-06-01 19:00:00,8.884,1.53,0.9667,58.9
1619,80,15,2025-06-01 19:00:00,9.469,1.772,0.9386,35.7
1620,81,15,2025-06-01 19:00:00,8.407,1.533,0.9446,68.7
1621,1,1,2025-06-01 20:00:00,63.995,13.152,0.9742,59.9
1622,2,1,2025-06-01 20:00:00,69.164,12.211,0.9728,88.9
1623,3,1,2025-06-01 20:00:00,75.683,14.12,0.9836,70.9
1624,4,1,2025-06-01 20:00:00,62.353,11.356,0.9988,66.5
1625,5,1,2025-06-01 20:00:00,66.723,13.833,0.9591,57.5
1626,6,1,2025-06-01 20:00:00,59.231,11.583,0.9273,45.5
1627,7,1,2025-06-01 20:00:00,69.611,13.415,0.9915,47.0
1628,8,1,2025-06-01 20:00:00,78.046,14.171,0.9491,84.4
1629,9,2,2025-06-01 20:00:00,50.722,9.81,0.9494,79.4
1630,10,2,2025-06-01 20:00:00,49.364,9.954,0.9154,53.0
1631,11,2,2025-06-01 20:00:00,56.654,11.074,0.9124,75.0
1632,12,2,2025-06-01 20:00:00,50.471,8.942,0.9907,73.7
1633,13,2,2025-06-01 20:00:00,45.928,9.213,0.9493,93.2
1634,14,2,2025-06-01 20:00:00,55.924,10.316,0.948,61.2
1635,15,2,2025-06-01 20:00:00,49.949,9.862,0.9974,84.1
1636,16,2,2025-06-01 20:00:00,51.97,10.359,0.9018,50.6
1637,17,3,2025-06-01 20:00:00,38.139,6.707,0.9461,76.6
1638,18,3,2025-06-01 20:00:00,35.444,6.1,0.9361,73.2
1639,19,3,2025-06-01 20:00:00,42.626,7.329,0.9292,73.3
1640,20,3,2025-06-01 20:00:00,32.073,5.701,0.9628,80.9
1641,21,4,2025-06-01 20:00:00,6.032,1.066,0.9323,54.0
1642,22,4,2025-06-01 20:00:00,6.497,1.312,0.9271,76.9
1643,23,4,2025-06-01 20:00:00,5.585,1.069,0.9352,43.6
1644,24,4,2025-06-01 20:00:00,5.159,0.935,0.9779,59.7
1645,25,4,2025-06-01 20:00:00,6.641,1.172,0.9218,65.2
1646,26,4,2025-06-01 20:00:00,6.472,1.306,0.9559,76.4
1647,27,4,2025-06-01 20:00:00,6.7,1.366,0.9713,77.1
1648,28,4,2025-06-01 20:00:00,6.417,1.198,0.9916,42.0
1649,29,5,2025-06-01 20:00:00,70.749,12.077,0.9348,76.5
1650,30,5,2025-06-01 20:00:00,70.951,13.316,0.9988,66.4
1651,31,5,2025-06-01 20:00:00,92.538,16.369,0.9305,79.7
1652,32,5,2025-06-01 20:00:00,70.42,12.334,0.9694,76.3
1653,33,6,2025-06-01 20:00:00,27.562,4.917,0.9981,60.5
1654,34,6,2025-06-01 20:00:00,31.892,5.564,0.9019,64.1
1655,35,6,2025-06-01 20:00:00,28.739,5.111,0.9033,74.6
1656,36,6,2025-06-01 20:00:00,30.278,5.715,0.9909,37.6
1657,37,7,2025-06-01 20:00:00,140.66,53.552,0.9097,42.4
1658,38,7,2025-06-01 20:00:00,155.247,65.38,0.92,75.2
1659,39,8,2025-06-01 20:00:00,258.383,100.818,0.9746,51.6
1660,40,9,2025-06-01 20:00:00,50.278,9.256,0.9855,81.8
1661,41,9,2025-06-01 20:00:00,50.805,9.663,0.9068,84.2
1662,42,9,2025-06-01 20:00:00,53.187,10.167,0.9716,92.9
1663,43,10,2025-06-01 20:00:00,0.0,0.0,0.9172,51.4
1664,44,10,2025-06-01 20:00:00,0.0,0.0,0.9004,50.4
1665,45,10,2025-06-01 20:00:00,0.0,0.0,0.9924,57.2
1666,46,10,2025-06-01 20:00:00,0.0,0.0,0.9851,41.6
1667,47,10,2025-06-01 20:00:00,0.0,0.0,0.9698,31.5
1668,48,10,2025-06-01 20:00:00,0.0,0.0,0.9674,28.8
1669,49,10,2025-06-01 20:00:00,0.0,0.0,0.9835,59.3
1670,50,10,2025-06-01 20:00:00,0.0,0.0,0.9424,43.0
1671,51,10,2025-06-01 20:00:00,0.0,0.0,0.9408,51.6
1672,52,10,2025-06-01 20:00:00,0.0,0.0,0.9314,41.3
1673,53,11,2025-06-01 20:00:00,0.0,0.0,0.952,42.4
1674,54,11,2025-06-01 20:00:00,0.0,0.0,0.9361,35.1
1675,55,11,2025-06-01 20:00:00,0.0,0.0,0.9722,27.9
1676,56,11,2025-06-01 20:00:00,0.0,0.0,0.9494,38.5
1677,57,11,2025-06-01 20:00:00,0.0,0.0,0.9457,50.8
1678,58,11,2025-06-01 20:00:00,0.0,0.0,0.9687,54.4
1679,59,12,2025-06-01 20:00:00,49.768,9.271,0.9985,60.7
1680,60,12,2025-06-01 20:00:00,60.909,12.534,0.9802,91.3
1681,61,12,2025-06-01 20:00:00,52.268,8.912,0.9674,75.3
1682,62,12,2025-06-01 20:00:00,52.779,10.076,0.9677,42.2
1683,63,12,2025-06-01 20:00:00,52.752,10.434,0.9978,79.5
1684,64,13,2025-06-01 20:00:00,92.496,16.349,0.9364,46.9
1685,65,13,2025-06-01 20:00:00,74.125,15.104,0.9404,49.0
1686,66,13,2025-06-01 20:00:00,80.082,15.213,0.9765,81.0
1687,67,14,2025-06-01 20:00:00,0.0,0.0,0.9594,51.5
1688,68,14,2025-06-01 20:00:00,0.0,0.0,0.9801,58.0
1689,69,14,2025-06-01 20:00:00,0.0,0.0,0.9356,48.3
1690,70,14,2025-06-01 20:00:00,0.0,0.0,0.995,59.6
1691,71,14,2025-06-01 20:00:00,0.0,0.0,0.9511,30.2
1692,72,14,2025-06-01 20:00:00,0.0,0.0,0.9455,29.3
1693,73,14,2025-06-01 20:00:00,0.0,0.0,0.9489,33.1
1694,74,15,2025-06-01 20:00:00,10.117,1.732,0.9738,84.8
1695,75,15,2025-06-01 20:00:00,8.846,1.513,0.9179,71.3
1696,76,15,2025-06-01 20:00:00,8.356,1.522,0.9623,80.6
1697,77,15,2025-06-01 20:00:00,9.312,1.777,0.9492,63.0
1698,78,15,2025-06-01 20:00:00,8.26,1.569,0.9505,67.5
1699,79,15,2025-06-01 20:00:00,9.737,1.866,0.9018,80.8
1700,80,15,2025-06-01 20:00:00,10.255,2.104,0.9119,62.0
1701,81,15,2025-06-01 20:00:00,9.861,1.851,0.9036,45.6
1702,1,1,2025-06-01 21:00:00,74.107,14.908,0.9885,44.8
1703,2,1,2025-06-01 21:00:00,68.894,12.573,0.9389,80.8
1704,3,1,2025-06-01 21:00:00,72.043,13.661,0.9554,67.4
